"date","high","low","open","close","volume","quoteVolume","weightedAverage"
"1439395200","0","0.004311","0","0.00465008","805.87363497","176702.12874819","0.00456063"
"1439409600","0","0.00422387","0","0.0045","812.13743552","176087.7193774","0.00461211"
"1439424000","0","0.00401","0","0.00453022","628.6554897","141162.20374175","0.00445342"
"1439438400","0","0.004364","0","0.00474909","313.57302861","68854.72165149","0.00455412"
"1439452800","0","0.00456401","0","0.00502999","550.27663042","114499.77664072","0.00480591"
"1439467200","0","0.00475","0","0.005626","1234.3790557","232736.7849687","0.00530375"
"1439481600","0","0.0056","0","0.0075","3324.80258582","503776.56804795","0.00659975"
"1439496000","0","0.00641","0","0.00695489","2140.98822057","300068.56593133","0.00713499"
"1439510400","0","0.00680001","0","0.007496","928.3727645","128011.84914412","0.00725224"
"1439524800","0","0.00665","0","0.006812","1598.4589675","220736.42209822","0.00724148"
"1439539200","0","0.00682382","0","0.00842","1808.06455459","229348.27963592","0.00788348"
"1439553600","0","0.0076","0","0.008","3105.18715009","376927.70162545","0.00823815"
"1439568000","0","0.00689976","0","0.00735","2410.70645203","324026.79839256","0.00743983"
"1439582400","0","0.0065","0","0.00683103","1800.75909856","252153.63381556","0.00714151"
"1439596800","0","0.0057","0","0.00648999","1890.97905125","293989.00908089","0.00643214"
"1439611200","0","0.006205","0","0.00652006","433.55944277","65122.66010495","0.00665758"
"1439625600","0","0.006204","0","0.00629944","353.80751563","54603.91675937","0.00647952"
"1439640000","0","0.0060925","0","0.00640002","733.44510977","118400.6543948","0.0061946"
"1439654400","0","0.006251","0","0.0064005","629.01301487","96444.2738526","0.00652203"
"1439668800","0","0.0063","0","0.006377","704.68076091","107596.21420895","0.0065493"
"1439683200","0","0.00552445","0","0.00554791","925.53029697","155047.43556373","0.00596933"
"1439697600","0","0.00491","0","0.00493146","1596.21524293","302705.42480315","0.00527316"
"1439712000","0","0.0041501","0","0.0052031","1811.15123847","388742.4739554","0.004659"
"1439726400","0","0.00471001","0","0.00506797","1474.89464897","277986.65920191","0.00530563"
"1439740800","0","0.00493101","0","0.00503797","704.69773823","135465.45932734","0.00520204"
"1439755200","0","0.00496001","0","0.00618999","1153.78393316","209360.66971317","0.00551098"
"1439769600","0","0.00538","0","0.00578087","711.54861334","122725.96492676","0.00579786"
"1439784000","0","0.005501","0","0.0056","508.62378041","89232.23421346","0.0057"
"1439798400","0","0.00547215","0","0.00557398","332.55182928","59582.42642849","0.00558137"
"1439812800","0","0.0045805","0","0.00506013","1443.88414538","287008.40460272","0.0050308"
"1439827200","0","0.00489005","0","0.00508977","587.94002104","114390.1801846","0.00513977"
"1439841600","0","0.00439499","0","0.004747","1034.12757824","217667.59869281","0.00475094"
"1439856000","0","0.00440004","0","0.00464","409.36660875","89578.72726692","0.0045699"
"1439870400","0","0.004251","0","0.00435027","527.13935833","118670.50526689","0.00444204"
"1439884800","0","0.00432001","0","0.00461217","579.35084842","125350.43215727","0.00462184"
"1439899200","0","0.004556","0","0.005032","1020.1869944","206591.55264871","0.00493818"
"1439913600","0","0.00464441","0","0.00470915","701.66370317","143109.81328969","0.00490297"
"1439928000","0","0.00463","0","0.00513914","1083.85870451","215683.4716813","0.00502522"
"1439942400","0","0.00514","0","0.00545","1198.36459082","219019.4799546","0.00547149"
"1439956800","0","0.005005","0","0.00539999","484.3176949","90478.11661336","0.00535287"
"1439971200","0","0.0051515","0","0.00529539","758.29398622","142599.09930864","0.00531766"
"1439985600","0","0.0051515","0","0.00529014","320.12272648","60428.69786099","0.00529752"
"1440000000","0","0.00527525","0","0.00544025","573.63293134","104958.22664781","0.00546534"
"1440014400","0","0.00533","0","0.00550004","393.32482796","71613.60374916","0.00549231"
"1440028800","0","0.00545201","0","0.00553001","368.52805892","66108.84879365","0.00557456"
"1440043200","0","0.00522825","0","0.0054","511.54196204","95200.70883175","0.00537329"
"1440057600","0","0.00535557","0","0.00572","538.45931066","95871.42388466","0.00561647"
"1440072000","0","0.00535055","0","0.00573017","3020.98730413","515118.2165478","0.00586464"
"1440086400","0","0.00543","0","0.00605988","1316.68222201","223621.56916594","0.00588799"
"1440100800","0","0.00595094","0","0.00622","1479.95431376","233736.51955069","0.00633172"
"1440115200","0","0.0062","0","0.00623","503.00447464","78724.31156727","0.00638944"
"1440129600","0","0.00615078","0","0.00639","523.98360977","83693.64421877","0.00626073"
"1440144000","0","0.00631224","0","0.00660003","962.25364755","146739.25914301","0.00655757"
"1440158400","0","0.00648512","0","0.00664","647.30267824","97945.33687679","0.00660881"
"1440172800","0","0.0057111","0","0.00611","1759.02157151","284495.07750849","0.00618295"
"1440187200","0","0.00592178","0","0.00595881","1281.96288952","209314.30650531","0.00612458"
"1440201600","0","0.005805","0","0.00615313","344.07142723","57571.12714464","0.00597645"
"1440216000","0","0.0059215","0","0.00602131","209.75220456","34359.04756079","0.00610471"
"1440230400","0","0.00601666","0","0.0063482","224.88109951","36237.78248683","0.0062057"
"1440244800","0","0.00623","0","0.00629595","652.90175338","102515.17135443","0.00636883"
"1440259200","0","0.005971","0","0.0061105","441.41560936","71911.39475429","0.00613832"
"1440273600","0","0.00595285","0","0.00595305","412.2461724","67829.71776976","0.00607766"
"1440288000","0","0.005599","0","0.00606699","1736.91244041","294104.54274002","0.00590576"
"1440302400","0","0.00560711","0","0.0057913","865.61242803","148629.41845256","0.00582396"
"1440316800","0","0.005801","0","0.00598395","272.66313293","45704.30564011","0.0059658"
"1440331200","0","0.00562219","0","0.00582742","607.84588855","105661.33241828","0.00575277"
"1440345600","0","0.00579001","0","0.00594899","567.51251338","95223.06709073","0.00595982"
"1440360000","0","0.0058333","0","0.00588889","275.07108587","46321.10626088","0.00593835"
"1440374400","0","0.005815","0","0.00588888","373.89186042","63109.59325408","0.00592448"
"1440388800","0","0.00584252","0","0.00598889","303.13985157","51078.94105113","0.00593473"
"1440403200","0","0.005795","0","0.00579521","298.05679501","50862.54848431","0.00586004"
"1440417600","0","0.00577","0","0.0058032","298.7848225","50849.41136411","0.00587587"
"1440432000","0","0.00578","0","0.005985","374.29443718","63090.1566866","0.00593269"
"1440446400","0","0.0058311","0","0.00583353","239.30286694","40376.16245941","0.00592683"
"1440460800","0","0.00581001","0","0.00583025","231.50627247","39402.03402768","0.00587549"
"1440475200","0","0.00570745","0","0.005731","225.95107155","39100.14026641","0.00577877"
"1440489600","0","0.00568","0","0.00571","237.57062626","41334.06507494","0.00574757"
"1440504000","0","0.0050001","0","0.0051983","1890.0281271","357019.12222868","0.00529391"
"1440518400","0","0.00515006","0","0.00528555","530.05686922","99548.29845983","0.00532462"
"1440532800","0","0.00513441","0","0.00513441","258.71522531","49270.57453601","0.0052509"
"1440547200","0","0.0047732","0","0.00485406","718.79115475","144485.02767681","0.00497484"
"1440561600","0","0.00477324","0","0.00492533","353.51074552","71366.28270534","0.00495347"
"1440576000","0","0.00482","0","0.0049","149.58616992","30457.04587968","0.00491138"
"1440590400","0","0.00486035","0","0.005265","533.07830253","104881.17498719","0.00508268"
"1440604800","0","0.005036","0","0.00525","416.03921909","80352.98416147","0.00517764"
"1440619200","0","0.00513","0","0.0051902","292.79983705","56195.17048677","0.0052104"
"1440633600","0","0.00505001","0","0.00515219","106.52039847","20752.64557374","0.00513285"
"1440648000","0","0.00507549","0","0.00515002","71.83270477","13921.63855457","0.00515978"
"1440662400","0","0.005132","0","0.00514001","112.76543529","21902.05016882","0.00514862"
"1440676800","0","0.00498373","0","0.00509","333.97117276","65903.40479204","0.00506758"
"1440691200","0","0.00506","0","0.0052","618.62021028","119233.54089254","0.0051883"
"1440705600","0","0.00507","0","0.00510001","155.89021784","30311.61125617","0.00514292"
"1440720000","0","0.00508","0","0.00518999","168.09895946","32732.84318869","0.00513548"
"1440734400","0","0.00508455","0","0.00516996","304.09887454","58786.41903948","0.00517294"
"1440748800","0","0.00506201","0","0.00507315","110.92320445","21740.05310332","0.00510225"
"1440763200","0","0.00501005","0","0.00513","298.5908741","58633.54364642","0.00509249"
"1440777600","0","0.00507503","0","0.00512796","104.43967566","20423.77270123","0.00511363"
"1440792000","0","0.00507007","0","0.0051","34.37296907","6748.87785929","0.00509313"
"1440806400","0","0.00507007","0","0.00508104","30.22438126","5926.1763615","0.00510014"
"1440820800","0","0.0050524","0","0.00509999","185.67321969","36260.69773818","0.0051205"
"1440835200","0","0.005052","0","0.005052","174.77926686","34333.51132515","0.00509063"
"1440849600","0","0.00503","0","0.00504781","176.31762399","34854.57987759","0.00505866"
"1440864000","0","0.005","0","0.00516","283.61736721","55682.62480941","0.00509346"
"1440878400","0","0.00512222","0","0.00514499","67.8434707","13157.9944202","0.00515606"
"1440892800","0","0.00509","0","0.00509","38.42841313","7508.73611106","0.00511782"
"1440907200","0","0.00506503","0","0.00546859","579.82567671","106838.98365944","0.00542709"
"1440921600","0","0.005255","0","0.0058133","1088.31026471","190018.80723719","0.00572738"
"1440936000","0","0.00558201","0","0.00567001","1122.09578082","192742.31029795","0.00582174"
"1440950400","0","0.00565001","0","0.00576727","409.82393762","70970.62024622","0.00577455"
"1440964800","0","0.005723","0","0.00575011","187.67071715","32364.80987282","0.0057986"
"1440979200","0","0.005226","0","0.0053701","1047.08642481","190292.67280046","0.0055025"
"1440993600","0","0.0053221","0","0.00593726","1016.84463835","170082.41934487","0.00597854"
"1441008000","0","0.00588","0","0.00599888","690.50117445","113924.82555931","0.00606102"
"1441022400","0","0.0057","0","0.0059003","487.05145357","82998.51981429","0.00586819"
"1441036800","0","0.005807","0","0.00592731","307.12211402","51916.32349954","0.00591571"
"1441051200","0","0.00580512","0","0.0059119","182.47984773","30918.18695878","0.00590202"
"1441065600","0","0.00581747","0","0.00583072","115.4095566","19653.06938145","0.00587234"
"1441080000","0","0.0058253","0","0.0059012","222.80637389","37678.64831514","0.00591333"
"1441094400","0","0.00588001","0","0.00594801","121.94979767","20595.71291378","0.00592112"
"1441108800","0","0.00590005","0","0.005976","813.75353204","134485.66435771","0.00605085"
"1441123200","0","0.00589001","0","0.00593501","475.88140429","79864.01091662","0.00595864"
"1441137600","0","0.00592","0","0.00592353","158.12580499","26289.47515429","0.00601479"
"1441152000","0","0.0058723","0","0.00591","97.32265956","16470.18926695","0.00590901"
"1441166400","0","0.00568","0","0.00574","510.68392839","88034.33297882","0.00580096"
"1441180800","0","0.00573006","0","0.00578553","190.9996765","32955.66604847","0.00579565"
"1441195200","0","0.00572","0","0.0058106","304.06582277","52497.21600944","0.00579203"
"1441209600","0","0.00575101","0","0.00577009","263.93066131","45598.84740329","0.00578809"
"1441224000","0","0.00545947","0","0.00565999","780.96625355","138832.68053255","0.00562523"
"1441238400","0","0.00555","0","0.00570708","139.06206795","24490.81599319","0.00567813"
"1441252800","0","0.00559837","0","0.00562167","45.97210703","8105.61031435","0.00567164"
"1441267200","0","0.0056037","0","0.00563036","93.16916671","16488.48679611","0.00565055"
"1441281600","0","0.00520361","0","0.0054131","1162.01797481","216185.87814596","0.00537508"
"1441296000","0","0.00532321","0","0.00553105","276.00636437","50458.32770233","0.00546998"
"1441310400","0","0.0054521","0","0.00550007","90.05690144","16246.65115551","0.0055431"
"1441324800","0","0.0054675","0","0.00563788","516.25941295","91915.99475668","0.00561664"
"1441339200","0","0.00545114","0","0.00550889","189.32586199","33889.22747024","0.0055866"
"1441353600","0","0.0053557","0","0.00540795","112.91925662","20763.81890824","0.00543827"
"1441368000","0","0.005355","0","0.00548128","187.39937024","33998.87111553","0.00551192"
"1441382400","0","0.00547611","0","0.00555011","102.36988822","18502.42566713","0.00553278"
"1441396800","0","0.0054834","0","0.00550906","82.21965282","14879.64032547","0.00552564"
"1441411200","0","0.00550003","0","0.005544","41.57055276","7507.87676506","0.00553692"
"1441425600","0","0.00551001","0","0.00555099","68.79432081","12392.70714054","0.00555119"
"1441440000","0","0.0055","0","0.00555001","96.68185255","17454.37955778","0.00553911"
"1441454400","0","0.00555001","0","0.00558509","91.16968909","16238.76437332","0.00561432"
"1441468800","0","0.005575","0","0.00565","263.06938783","46307.63394164","0.0056809"
"1441483200","0","0.005591","0","0.0056995","122.25367378","21569.11644542","0.00566799"
"1441497600","0","0.00562","0","0.00569998","54.14361736","9550.44783214","0.00566922"
"1441512000","0","0.00565","0","0.00565","66.65384659","11718.95746736","0.00568769"
"1441526400","0","0.00556","0","0.00556","70.83967177","12649.04557942","0.00560039"
"1441540800","0","0.0054","0","0.00550899","276.88888368","50548.17084936","0.00547772"
"1441555200","0","0.0054","0","0.00540533","173.42555452","31764.38044842","0.00545974"
"1441569600","0","0.005369","0","0.00538311","196.57316393","36249.73406217","0.00542274"
"1441584000","0","0.00538048","0","0.00540027","74.18843747","13703.97994282","0.00541364"
"1441598400","0","0.005354","0","0.00541117","91.49809055","16868.16982061","0.0054243"
"1441612800","0","0.005122","0","0.00526358","553.70565758","104938.32784297","0.00527648"
"1441627200","0","0.0051134","0","0.00519261","213.4955009","41113.07051359","0.00519288"
"1441641600","0","0.00510894","0","0.00523711","146.52612808","28165.57130485","0.00520231"
"1441656000","0","0.00516514","0","0.00517007","57.14326276","10989.44118887","0.00519983"
"1441670400","0","0.0051","0","0.00515465","118.31291148","23038.08631462","0.00513553"
"1441684800","0","0.00511","0","0.00517074","132.37906031","25577.89886825","0.00517552"
"1441699200","0","0.00515101","0","0.00516216","95.37937583","18422.67726448","0.00517728"
"1441713600","0","0.00510012","0","0.00510541","105.95295106","20608.84935926","0.00514113"
"1441728000","0","0.00506","0","0.0051","212.63477359","41651.22662485","0.00510512"
"1441742400","0","0.00501111","0","0.00510405","98.72515186","19488.62788169","0.00506578"
"1441756800","0","0.0050209","0","0.00504","59.48260458","11744.33985701","0.00506478"
"1441771200","0","0.00500311","0","0.00506003","84.12973032","16682.4955929","0.00504299"
"1441785600","0","0.00504268","0","0.00509005","81.88473519","16101.26173912","0.0050856"
"1441800000","0","0.00509004","0","0.0052","234.46821367","45023.18378512","0.00520772"
"1441814400","0","0.00508243","0","0.00511887","269.55600315","51926.18344955","0.00519113"
"1441828800","0","0.00508243","0","0.00508243","30.13832098","5909.10431206","0.00510031"
"1441843200","0","0.00506146","0","0.00506146","63.42517167","12474.62912663","0.00508433"
"1441857600","0","0.005015","0","0.005016","84.88176454","16857.22079979","0.00503533"
"1441872000","0","0.00501002","0","0.00504494","73.63571606","14651.33478561","0.00502587"
"1441886400","0","0.0050111","0","0.0050111","70.23538843","13967.43243842","0.00502851"
"1441900800","0","0.00475025","0","0.00485502","763.98339434","156752.06193163","0.00487383"
"1441915200","0","0.00480999","0","0.004868","226.6172849","46337.8385813","0.00489054"
"1441929600","0","0.004755","0","0.00482344","196.73736935","40855.70932529","0.00481541"
"1441944000","0","0.00475","0","0.00475123","119.93339503","25152.92409072","0.00476816"
"1441958400","0","0.00371","0","0.00402145","2357.04957165","559645.22402872","0.00421168"
"1441972800","0","0.00387812","0","0.00413134","1019.24608905","245996.58332833","0.00414333"
"1441987200","0","0.0038","0","0.0041628","1163.61525796","289959.307908","0.00401302"
"1442001600","0","0.00395","0","0.0040905","399.60612607","96289.56948789","0.00415004"
"1442016000","0","0.004","0","0.0041657","211.85463055","51814.94786529","0.00408867"
"1442030400","0","0.0041","0","0.00412701","111.16044311","26888.07836626","0.00413419"
"1442044800","0","0.0041206","0","0.00461225","616.95887912","142154.78322371","0.00434005"
"1442059200","0","0.00437701","0","0.00445997","474.1088828","104912.2640346","0.00451909"
"1442073600","0","0.00437","0","0.00442","157.48517602","35694.98419555","0.00441196"
"1442088000","0","0.0043849","0","0.00444892","146.56374412","33056.11166848","0.00443378"
"1442102400","0","0.00424385","0","0.00425063","236.29442616","54707.24028497","0.00431925"
"1442116800","0","0.0042363","0","0.00424673","46.2653877","10858.36201565","0.0042608"
"1442131200","0","0.00421","0","0.0042916","110.80893651","26127.32826716","0.00424111"
"1442145600","0","0.00423442","0","0.0042445","35.7667758","8402.25019715","0.0042568"
"1442160000","0","0.003886","0","0.00418","654.22519054","161088.7327247","0.00406127"
"1442174400","0","0.0040222","0","0.00405726","135.23160759","32944.21599427","0.00410486"
"1442188800","0","0.00395786","0","0.00407","225.79694544","55904.74721683","0.00403895"
"1442203200","0","0.0040007","0","0.00406491","182.10466897","44844.9307203","0.00406076"
"1442217600","0","0.00395","0","0.00395485","162.92446353","40740.04050844","0.00399912"
"1442232000","0","0.00375","0","0.00382158","481.17447513","125027.13056967","0.00384856"
"1442246400","0","0.00375111","0","0.00379843","370.79397646","96849.92047929","0.00382854"
"1442260800","0","0.00375112","0","0.00377716","265.02561804","69399.05825","0.00381886"
"1442275200","0","0.00376701","0","0.00384728","143.14263914","37291.21016463","0.0038385"
"1442289600","0","0.00380553","0","0.0038203","73.04725838","18914.43014024","0.00386198"
"1442304000","0","0.0038204","0","0.00410902","382.99024454","94190.65112403","0.00406611"
"1442318400","0","0.00405012","0","0.00419","472.15887807","112449.15950051","0.00419886"
"1442332800","0","0.003965","0","0.0040202","324.78223508","78993.90110708","0.00411148"
"1442347200","0","0.00402571","0","0.004095","54.52963786","13373.52514242","0.00407743"
"1442361600","0","0.00405","0","0.00408593","77.1419132","18916.84485492","0.00407794"
"1442376000","0","0.00401517","0","0.004016","96.73249719","23857.75822058","0.00405455"
"1442390400","0","0.004","0","0.004005","122.03127464","30070.80481342","0.00405813"
"1442404800","0","0.0039701","0","0.00401664","110.35567415","27525.49446306","0.00400921"
"1442419200","0","0.0039548","0","0.003975","295.99854202","73653.7358171","0.00401878"
"1442433600","0","0.0039001","0","0.0039329","260.68477041","65829.83565216","0.00395997"
"1442448000","0","0.00384089","0","0.00390798","155.07262775","39909.81990441","0.00388557"
"1442462400","0","0.0038401","0","0.003841","155.30942216","40156.41049039","0.00386761"
"1442476800","0","0.0035124","0","0.00368438","711.35178301","192171.52662371","0.00370165"
"1442491200","0","0.0036301","0","0.00369","415.18657459","111518.66786402","0.00372302"
"1442505600","0","0.003638","0","0.00372499","196.04907016","53028.45494489","0.00369705"
"1442520000","0","0.00367706","0","0.00378761","280.91305231","73641.17716317","0.00381461"
"1442534400","0","0.0037482","0","0.00383076","35.28595304","9318.52244344","0.00378664"
"1442548800","0","0.0037482","0","0.00374988","23.78670863","6290.00407075","0.00378166"
"1442563200","0","0.00368001","0","0.00370508","112.26809123","30161.57565817","0.00372222"
"1442577600","0","0.00363007","0","0.0037","110.5918723","30079.40175876","0.00367666"
"1442592000","0","0.00353463","0","0.00360017","427.16158408","118153.30646059","0.00361531"
"1442606400","0","0.0035421","0","0.00366847","276.08163667","76048.92715305","0.00363031"
"1442620800","0","0.00359","0","0.0036781","101.4068374","27947.7816016","0.00362843"
"1442635200","0","0.00358215","0","0.00359184","21.65882617","5968.24201102","0.00362901"
"1442649600","0","0.00358007","0","0.00360429","30.41061709","8471.02924215","0.00358995"
"1442664000","0","0.00358204","0","0.00366999","76.06304809","20899.81986434","0.00363941"
"1442678400","0","0.00362087","0","0.00375897","156.66912275","42114.63963542","0.00372006"
"1442692800","0","0.00373205","0","0.00379001","276.0214806","71578.88865536","0.00385618"
"1442707200","0","0.003758","0","0.00379985","171.05781463","44713.27398494","0.00382566"
"1442721600","0","0.00376266","0","0.003791","52.54370975","13847.48706791","0.00379445"
"1442736000","0","0.003759","0","0.00390081","59.2721915","15504.46445009","0.00382291"
"1442750400","0","0.00384","0","0.00391296","219.77204506","56291.16635228","0.0039042"
"1442764800","0","0.00384001","0","0.00403028","215.45179535","54720.55487849","0.00393731"
"1442779200","0","0.0039643","0","0.00405714","214.4137384","53013.86487672","0.00404448"
"1442793600","0","0.0040293","0","0.0042","146.46089082","35291.84069951","0.00414999"
"1442808000","0","0.00410405","0","0.00413993","97.45958118","23487.36697134","0.00414944"
"1442822400","0","0.004008","0","0.00403425","120.50495249","29576.88315005","0.00407429"
"1442836800","0","0.0040177","0","0.00408235","58.9576383","14551.58001802","0.00405163"
"1442851200","0","0.00391087","0","0.00395856","154.03728149","38676.48099024","0.00398271"
"1442865600","0","0.00387","0","0.00407829","248.7799276","62694.59368858","0.00396812"
"1442880000","0","0.003875","0","0.0040035","97.3472","24468.21106504","0.00397851"
"1442894400","0","0.003862","0","0.0039061","97.46417763","24981.36538215","0.00390147"
"1442908800","0","0.003868","0","0.00395001","32.49493842","8252.02876569","0.00393781"
"1442923200","0","0.00387603","0","0.003877","48.98411981","12534.78477672","0.00390785"
"1442937600","0","0.00376944","0","0.0039","136.59746403","35742.3986594","0.00382172"
"1442952000","0","0.0038611","0","0.00389586","107.13253164","27245.85443532","0.00393206"
"1442966400","0","0.00386313","0","0.00386314","37.50766033","9616.06584736","0.00390052"
"1442980800","0","0.0038611","0","0.003877","27.8085095","7191.94556844","0.00386661"
"1442995200","0","0.00387","0","0.00388","64.12960805","16442.50811413","0.00390023"
"1443009600","0","0.00386115","0","0.00390619","71.19413453","18140.30997124","0.00392463"
"1443024000","0","0.0038701","0","0.0038701","58.92243236","15129.72237204","0.00389448"
"1443038400","0","0.003864","0","0.00387021","18.51575493","4758.47818622","0.0038911"
"1443052800","0","0.00386538","0","0.00386601","25.86261815","6652.31900335","0.00388775"
"1443067200","0","0.00382","0","0.00382204","72.53381088","18801.08864808","0.00385795"
"1443081600","0","0.00375","0","0.0037614","122.57267246","32310.8307376","0.00379354"
"1443096000","0","0.00341","0","0.00360005","968.08510266","271928.17013373","0.00356007"
"1443110400","0","0.00350278","0","0.00363991","114.02974475","31762.48303182","0.00359007"
"1443124800","0","0.00341035","0","0.00349091","233.02360576","66628.97355125","0.00349733"
"1443139200","0","0.00343","0","0.00344309","98.32888308","28314.57518442","0.00347273"
"1443153600","0","0.00304","0","0.00317154","863.90950875","267669.68384949","0.00322752"
"1443168000","0","0.00310803","0","0.003225","214.0404484","66732.52510219","0.00320743"
"1443182400","0","0.00319479","0","0.00329089","156.41005677","48005.15978381","0.00325819"
"1443196800","0","0.00320357","0","0.00320506","108.54497551","33428.59765766","0.00324706"
"1443211200","0","0.003125","0","0.00316307","140.92008563","44623.50885232","0.00315797"
"1443225600","0","0.0030011","0","0.00308634","292.56613589","95142.86247335","0.00307501"
"1443240000","0","0.003071","0","0.00310521","74.91981118","24041.75311619","0.00311623"
"1443254400","0","0.00305","0","0.00309","111.02110341","35766.02890575","0.00310409"
"1443268800","0","0.003063","0","0.0031087","76.9781396","24872.20606784","0.00309494"
"1443283200","0","0.00309999","0","0.00315756","63.86117645","20333.0083887","0.00314076"
"1443297600","0","0.00315757","0","0.00336503","425.12307896","128795.84783125","0.00330075"
"1443312000","0","0.0032011","0","0.0033333","134.66413595","40824.56100385","0.0032986"
"1443326400","0","0.00316006","0","0.00316155","104.98096687","32604.34089391","0.00321984"
"1443340800","0","0.00315758","0","0.00318492","108.61613634","33796.97714078","0.00321378"
"1443355200","0","0.003108","0","0.00314609","110.0739576","34909.37968632","0.00315313"
"1443369600","0","0.0031011","0","0.00315336","121.53895642","38753.2558898","0.00313622"
"1443384000","0","0.00311021","0","0.003122","88.37042593","28033.75382226","0.00315228"
"1443398400","0","0.00276711","0","0.0028829","584.98866863","198336.10311515","0.00294948"
"1443412800","0","0.00266","0","0.00271951","623.21398303","222551.9455834","0.0028003"
"1443427200","0","0.00265679","0","0.00281119","329.12744509","117844.93336466","0.00279288"
"1443441600","0","0.00252222","0","0.00261374","732.93101473","279299.25429788","0.00262417"
"1443456000","0","0.00259702","0","0.0027","305.63723386","114750.02252562","0.0026635"
"1443470400","0","0.00230333","0","0.002426","951.00550713","380977.36960666","0.00249622"
"1443484800","0","0.002332","0","0.0024","316.52800427","131772.76140162","0.00240207"
"1443499200","0","0.00235507","0","0.00240906","75.17200706","30913.5915253","0.00243168"
"1443513600","0","0.00240906","0","0.00253108","381.06392224","148710.69996088","0.00256245"
"1443528000","0","0.00252001","0","0.00272512","809.12129411","299640.30685815","0.0027003"
"1443542400","0","0.00255","0","0.002812","518.32766824","190939.7207151","0.00271461"
"1443556800","0","0.00272073","0","0.0027705","290.79031886","104604.74920837","0.00277989"
"1443571200","0","0.002665","0","0.00274004","247.33889977","88819.8634542","0.00278472"
"1443585600","0","0.00265005","0","0.00281","101.32129918","36506.79447133","0.0027754"
"1443600000","0","0.00268888","0","0.00270484","55.13503876","20136.73277517","0.00273803"
"1443614400","0","0.00268888","0","0.00275325","72.69267126","26650.07449501","0.00272767"
"1443628800","0","0.00273534","0","0.00304","809.71314456","268812.78124832","0.00301218"
"1443643200","0","0.0030139","0","0.0031348","284.25899945","91433.40152812","0.00310891"
"1443657600","0","0.00297501","0","0.00305","71.30099783","23473.83669331","0.00303746"
"1443672000","0","0.00278","0","0.00278466","390.17005944","132939.60291071","0.00293494"
"1443686400","0","0.00278001","0","0.0028331","85.51528487","29912.49983912","0.00285884"
"1443700800","0","0.00282752","0","0.003","188.15804358","63819.52832649","0.00294828"
"1443715200","0","0.00289308","0","0.00292496","86.90676193","29518.80708067","0.00294411"
"1443729600","0","0.0028401","0","0.00285022","108.97977978","37707.45928122","0.00289013"
"1443744000","0","0.00283966","0","0.00288003","58.63797645","20499.88846314","0.0028604"
"1443758400","0","0.00283","0","0.00286161","60.46413668","21164.18155095","0.0028569"
"1443772800","0","0.00275","0","0.00279592","224.83290988","79710.696468","0.00282061"
"1443787200","0","0.00274001","0","0.00277114","61.60382532","22233.43778689","0.00277077"
"1443801600","0","0.00276136","0","0.00284517","82.50374104","29208.7737375","0.00282462"
"1443816000","0","0.00280245","0","0.00283028","44.37666278","15617.09285441","0.00284154"
"1443830400","0","0.00283526","0","0.00285811","24.43894343","8547.08039337","0.00285933"
